,m.ss.yi,m.ss.ch.nm,m.ta,m.th,m.res.1x2,m.res.bts,m.odds.f.1x2.f.v.med,m.odds.f.1x2.m.v.med,m.odds.f.1x2.u.v.med,m.odds.f.1x2.f.c,m.odds.f.1x2.m.c,m.odds.f.1x2.u.c,m.odds.f.bts.f.v.med,m.odds.f.bts.u.v.med,m.odds.f.bts.f.c,m.odds.f.bts.u.c,m.odds.s.1x2.h.t.med,m.odds.s.1x2.d.t.med,m.odds.s.1x2.a.t.med,m.odds.s.bts.y.t.med,m.odds.s.bts.n.t.med
231,2015,Brazil B,Paysandu PA,America MG,h,y,1.68,3.6,4.6,h,d,a,1.85,1.85,y,n,0.5452,0.2565,0.1982,0.5034,0.4966
232,2007,Brazil B,Criciuma,Gama,a,y,,,,,,,,,,,,,,,
233,2006,Brazil A,Sao Paulo,Figueirense,a,n,2.5,2.5,3.15,a,h,d,,,,,0.3571,0.2839,0.3571,,
234,2010,Brazil A,Atletico-PR,Ceara,d,y,2.15,3.1,3.2,h,a,d,,,,,0.4205,0.28600000000000003,0.2905,,
235,2015,Brazil B,Mogi Mirim,Bragantino,h,y,1.24,5.325,10.25,h,d,a,1.6,2.2,n,y,0.7381,0.1711,0.0881,0.4203,0.5797
236,2006,Brazil A,Cruzeiro,Goias,a,y,1.7,3.4,4.25,h,d,a,,,,,0.5263,0.2636,0.2105,,
237,2010,Brazil A,Vasco,Corinthians,h,n,1.355,4.315,7.985,h,d,a,,,,,0.6691,0.2133,0.1154,,
238,2007,Brazil B,Santa Cruz,Portuguesa,d,y,,,,,,,,,,,,,,,
239,2006,Brazil A,Botafogo RJ,Ponte Preta,a,y,2.25,2.8,3.175,h,a,d,,,,,0.3989,0.284,0.3206,,
240,2010,Brazil A,Cruzeiro,Flamengo RJ,a,y,2.4,2.655,3.2,a,h,d,,,,,0.34299999999999997,0.2823,0.3746,,
241,2006,Brazil A,Sao Caetano,Santos,h,n,1.21,5.125,9.5,h,d,a,,,,,0.7331,0.1738,0.0937,,
242,2015,Brazil B,Sampaio Correa,ABC,a,y,2.2,3.1,3.2,h,a,d,1.8,1.905,y,n,0.4211,0.2837,0.2959,0.5162,0.4838
243,2010,Brazil A,Gremio,Guarani,a,n,2.15,3.075,3.25,a,h,d,,,,,0.2953,0.2786,0.4282,,
244,2007,Brazil B,Ituano,Barueri,h,y,,,,,,,,,,,,,,,
245,2010,Brazil A,Vitoria,Internacional,d,y,1.62,3.625,5.0,h,d,a,,,,,0.5624,0.2516,0.1877,,
246,2006,Brazil A,Gremio,Fluminense,a,y,2.38,2.65,3.1,h,a,d,,,,,0.3773,0.2866,0.3363,,
247,2015,Brazil B,Bragantino,Atletico GO,a,n,1.85,3.4,3.9,h,d,a,1.85,1.87,n,y,0.4957,0.2704,0.233,0.4973,0.5027
248,2007,Brazil B,Avai,Betim,d,y,,,,,,,,,,,,,,,
249,2010,Brazil A,Fluminense,Palmeiras,a,y,1.36,4.255,7.5,a,d,h,,,,,0.1208,0.2122,0.6679999999999999,,
250,2006,Brazil A,Juventude,Internacional,h,n,1.4,3.825,7.5,h,d,a,,,,,0.6444,0.2336,0.1195,,
251,2010,Brazil A,Atletico GO,Avai,h,n,1.83,3.375,3.875,h,d,a,,,,,0.4989,0.2684,0.2354,,
252,2006,Brazil A,Fortaleza,Santa Cruz,a,n,2.29,2.8,3.1,h,a,d,,,,,0.3934,0.2856,0.3177,,
253,2015,Brazil B,Bahia,Botafogo RJ,h,n,1.75,3.4,4.49,h,d,a,1.8,1.91,n,y,0.5284,0.2674,0.2065,0.4831,0.5169
254,2007,Brazil B,Brasiliense,Criciuma,h,y,,,,,,,,,,,,,,,
255,2010,Brazil A,Internacional,Botafogo RJ,a,y,1.53,3.675,5.5,h,d,a,,,,,0.5912,0.2473,0.1628,,
256,2006,Brazil A,Flamengo RJ,Vasco,h,y,2.25,2.8,3.15,h,a,d,,,,,0.3954,0.284,0.3177,,
257,2010,Brazil A,Vasco,Cruzeiro,h,y,1.45,3.85,6.5,h,d,a,,,,,0.6228,0.2365,0.1386,,
258,2015,Brazil B,Ceara,Mogi Mirim,a,n,1.5,3.8,5.8,a,d,h,1.725,2.015,n,y,0.1571,0.2391,0.604,0.4586,0.5414
259,2008,England A,Stoke,Arsenal,h,y,1.3,5.0,9.5,h,d,a,,,,,0.7148,0.1861,0.0972,,
260,2007,Brazil B,Coritiba,Fortaleza,h,y,,,,,,,,,,,,,,,
261,2006,Brazil A,Palmeiras,Corinthians,h,n,2.29,2.7,3.1,h,a,d,,,,,0.3876,0.2856,0.3279,,
262,2010,Brazil A,Santos,Goias,a,y,2.445,2.61,3.225,a,h,d,,,,,0.3453,0.2808,0.3741,,
263,2006,Brazil A,Sao Caetano,Botafogo RJ,h,y,1.53,3.6,5.5,h,d,a,,,,,0.583,0.2511,0.161,,
264,2008,England A,Newcastle,Aston Villa,h,n,2.0,3.4,3.5,h,a,d,,,,,0.4612,0.2648,0.2718,,
265,2010,Brazil A,Atletico-MG,Palmeiras,a,n,1.805,3.475,4.14,a,d,h,,,,,0.2262,0.2641,0.5077,,
266,2015,Brazil B,Macae,Parana,h,n,1.68,3.4,4.8,h,d,a,1.79,1.905,n,y,0.5447,0.2674,0.1888,0.4824,0.5176
267,2008,England A,West Brom,Blackburn,d,n,1.85,3.4,4.04,h,d,a,,,,,0.4984,0.2712,0.2305,,
268,2007,Brazil B,Ceara,Gama,h,y,,,,,,,,,,,,,,,
269,2006,Brazil A,Cruzeiro,Corinthians,h,n,1.905,3.2,3.55,h,d,a,,,,,0.4665,0.2773,0.2529,,
270,2010,Brazil A,Fluminense,Sao Paulo,a,y,2.54,2.56,3.2,a,h,d,,,,,0.3563,0.2832,0.3611,,
271,2015,Brazil B,CRB,Paysandu PA,h,y,1.57,3.7,5.31,h,d,a,1.75,1.95,n,y,0.5834,0.2454,0.1701,0.473,0.527
272,2008,England A,Everton,Fulham,a,n,2.1,3.25,3.4,h,d,a,,,,,0.4398,0.2857,0.27399999999999997,,
273,2006,Brazil A,Atletico-PR,Fortaleza,a,y,2.04,3.2,3.2,h,d,a,,,,,0.4433,0.2812,0.2778,,
274,2010,Brazil A,Corinthians,Vitoria,d,y,2.45,2.65,3.2,a,h,d,,,,,0.3392,0.2841,0.3752,,
275,2007,Brazil B,Portuguesa,Paulista,d,y,,,,,,,,,,,,,,,
276,2008,England A,Manchester United,Hull City,a,n,2.52,2.6,3.3,h,a,d,,,,,0.3646,0.2794,0.3567,,
277,2015,Brazil B,Nautico,Vitoria,a,y,1.5,3.8,5.9,h,d,a,1.7,2.05,n,y,0.6056,0.2395,0.1539,0.4519,0.5481
278,2006,Brazil A,Sao Paulo,Gremio,d,y,2.12,3.1,3.15,h,a,d,,,,,0.4247,0.2857,0.289,,
279,2010,Brazil A,Ceara,Barueri,d,y,2.15,3.05,3.25,h,a,d,,,,,0.4257,0.2805,0.2957,,
280,2008,England A,Tottenham,Liverpool,h,y,1.45,4.25,7.0,h,d,a,,,,,0.6425,0.2205,0.1294,,
281,2006,Brazil A,Fluminense,Juventude,d,y,1.65,3.48,4.5,h,d,a,,,,,0.544,0.2592,0.198,,
282,2010,Brazil A,Guarani,Flamengo RJ,h,y,1.52,3.75,5.8,h,d,a,,,,,0.608,0.24,0.156,,
283,2015,Brazil B,Luverdense,Oeste,h,n,2.38,2.85,3.1,h,a,d,1.8,1.9,n,y,0.385,0.2933,0.3169,0.4865,0.5135
284,2008,England A,Bolton,Manchester City,h,n,1.73,3.5,4.9,h,d,a,,,,,0.5424,0.2673,0.1906,,
285,2007,Brazil B,Bahia,Ponte Preta,a,n,,,,,,,,,,,,,,,
286,2010,Brazil A,Atletico-PR,Gremio,h,y,1.7,3.45,4.5,h,d,a,,,,,0.535,0.2638,0.2,,
287,2006,Brazil A,Flamengo RJ,Parana,a,n,1.5,3.5,6.0,h,d,a,,,,,0.5932,0.2545,0.1478,,
288,2008,England A,Chelsea,Sunderland,a,y,1.75,3.55,4.59,a,d,h,,,,,0.2048,0.2617,0.5326,,
289,2006,Brazil A,Santa Cruz,Goias,h,y,1.25,4.925,10.0,h,d,a,,,,,0.7168,0.1839,0.0896,,
290,2010,Brazil A,Palmeiras,Atletico GO,h,n,1.73,3.4,4.33,h,d,a,,,,,0.5253,0.2643,0.2074,,
291,2015,Brazil B,Criciuma,Santa Cruz,h,n,1.5,3.9,6.0,h,d,a,1.66,2.1,n,y,0.6197,0.2353,0.1482,0.4455,0.5545
292,2008,England A,Middlesbrough,West Ham,h,y,2.1,3.25,3.45,h,a,d,,,,,0.4398,0.2716,0.2886,,
293,2007,Brazil B,CRB,Remo,h,n,,,,,,,,,,,,,,,
294,2010,Brazil A,Barueri,Atletico-PR,h,y,1.36,4.2,7.76,h,d,a,,,,,0.6662,0.2183,0.1183,,
295,2006,Brazil A,Internacional,Ponte Preta,a,n,2.35,2.7,3.15,a,h,d,,,,,0.3353,0.2824,0.3781,,
296,2008,England A,Portsmouth,Wigan,h,n,1.91,3.4,3.95,h,d,a,,,,,0.4853,0.2746,0.2372,,
297,2006,Brazil A,Figueirense,Santos,h,y,1.5,3.6,6.2,h,d,a,,,,,0.6037,0.2498,0.1451,,
298,2010,Brazil A,Goias,Fluminense,d,y,1.32,4.5,8.86,h,d,a,,,,,0.6977,0.2009,0.1045,,
299,2015,Brazil B,ABC,Parana,d,n,1.7,3.5,4.5,h,d,a,1.74,1.95,n,y,0.5325,0.2601,0.2012,0.4715,0.5285
300,2007,Brazil B,Santo Andre,Santa Cruz,a,n,,,,,,,,,,,,,,,
301,2008,England A,Sunderland,Portsmouth,h,y,2.29,3.1,3.15,h,a,d,,,,,0.4037,0.2946,0.3009,,
302,2010,Brazil A,Vitoria,Guarani,d,y,2.29,2.99,3.15,h,a,d,,,,,0.3951,0.2905,0.3101,,
303,2006,Brazil A,Palmeiras,Vasco,h,n,2.0,3.2,3.35,h,d,a,,,,,0.45,0.2802,0.2687,,
304,2015,Brazil B,America MG,Boa,a,y,1.77,3.5,4.15,a,d,h,1.85,1.85,y,n,0.2187,0.2633,0.5161,0.5033,0.4967
305,2008,England A,Blackburn,Chelsea,h,n,1.25,5.25,12.0,h,d,a,,,,,0.7429,0.17800000000000002,0.0785,,
306,2010,Brazil A,Avai,Internacional,a,y,1.45,3.8,6.54,h,d,a,,,,,0.6254,0.2368,0.1381,,
307,2007,Brazil B,Marilia,Sao Caetano,d,y,,,,,,,,,,,,,,,
308,2006,Brazil A,Ponte Preta,Figueirense,h,y,1.5,3.595,5.75,h,d,a,,,,,0.5941,0.2511,0.1559,,
309,2008,England A,Liverpool,West Brom,a,n,1.445,4.5,6.85,a,d,h,,,,,0.1384,0.2097,0.6513,,
310,2010,Brazil A,Sao Paulo,Vasco,d,y,2.25,2.9,3.2,h,a,d,,,,,0.40299999999999997,0.2849,0.3123,,
311,2006,Brazil A,Corinthians,Flamengo RJ,h,n,2.2,2.9,3.2,h,a,d,,,,,0.4093,0.2808,0.3095,,
312,2015,Brazil B,Luverdense,Bragantino,h,y,2.6,2.55,3.12,h,a,d,1.815,1.9,y,n,0.3495,0.2933,0.3617,0.5114,0.4886
313,2008,England A,Hull City,Bolton,d,y,2.12,3.305,3.3,h,d,a,,,,,0.435,0.2836,0.2812,,
314,2010,Brazil A,Flamengo RJ,Atletico-MG,h,y,2.0,3.25,3.5,h,d,a,,,,,0.4553,0.2785,0.2602,,
315,2007,Brazil B,Sao Caetano,Barueri,a,n,,,,,,,,,,,,,,,
316,2006,Brazil A,Fluminense,Internacional,h,n,1.445,3.845,6.65,h,d,a,,,,,0.6287,0.2352,0.1361,,
317,2008,England A,West Ham,Everton,h,y,1.7,3.5,5.0,h,d,a,,,,,0.5434,0.2646,0.1879,,
318,2010,Brazil A,Cruzeiro,Corinthians,h,n,1.85,3.3,3.75,h,d,a,,,,,0.4853,0.2767,0.2409,,
319,2015,Brazil B,Boa,Ceara,h,y,1.38,4.3,7.4,h,d,a,1.775,1.95,n,y,0.6649,0.2133,0.1244,0.48,0.52
320,2007,Brazil B,Fortaleza,Brasiliense,a,y,,,,,,,,,,,,,,,
321,2006,Brazil A,Atletico-PR,Palmeiras,d,y,1.675,3.41,4.425,h,d,a,,,,,0.5349,0.2618,0.2029,,
322,2008,England A,Arsenal,Manchester United,d,n,1.57,3.75,6.4,h,d,a,,,,,0.5971,0.2548,0.1475,,
323,2010,Brazil A,Gremio,Santos,d,n,2.4,2.75,3.2,h,a,d,,,,,0.3789,0.2842,0.3302,,
324,2006,Brazil A,Goias,Parana,h,n,1.8,3.3,4.0,h,d,a,,,,,0.5052,0.2696,0.2236,,
325,2008,England A,Aston Villa,Middlesbrough,d,y,2.51,2.7,3.35,h,a,d,,,,,0.3711,0.2793,0.3484,,
326,2015,Brazil B,Oeste,America MG,h,y,1.43,4.0,7.0,h,d,a,1.6,2.2,n,y,0.6403,0.2289,0.1308,0.4233,0.5767
327,2010,Brazil A,Botafogo RJ,Ceara,d,y,2.29,2.88,3.2,h,a,d,,,,,0.4016,0.2837,0.3177,,
328,2007,Brazil B,Avai,Ceara,h,n,,,,,,,,,,,,,,,
329,2008,England A,Fulham,Newcastle,a,n,1.91,3.4,3.9,h,d,a,,,,,0.485,0.2729,0.2411,,
330,2006,Brazil A,Vasco,Santa Cruz,a,n,2.35,2.65,3.185,a,h,d,,,,,0.3372,0.2836,0.3804,,
331,2010,Brazil A,Botafogo RJ,Avai,d,n,2.4,2.65,3.2,h,a,d,,,,,0.3782,0.2806,0.3425,,
332,2008,England A,Wigan,Stoke,h,n,2.2,3.25,3.3,h,d,a,,,,,0.4286,0.2868,0.2845,,
333,2006,Brazil A,Santos,Botafogo RJ,h,y,2.45,2.6,3.15,h,a,d,,,,,0.3704,0.2861,0.3456,,
334,2010,Brazil A,Goias,Barueri,h,y,2.4,2.66,3.2,h,a,d,,,,,0.3789,0.2827,0.3398,,
335,2015,Brazil B,Santa Cruz,Atletico GO,d,n,2.4,2.775,3.2,h,a,d,1.715,2.0,y,n,0.3813,0.285,0.3328,0.5414,0.4586
336,2007,Brazil B,Gama,CRB,d,y,,,,,,,,,,,,,,,
337,2008,England A,Manchester City,Tottenham,h,y,1.8,3.46,4.4,h,d,a,,,,,0.5195,0.2704,0.2096,,
338,2006,Brazil A,Fortaleza,Cruzeiro,d,n,1.35,4.2,8.0,h,d,a,,,,,0.6711,0.2157,0.1132,,
339,2010,Brazil A,Atletico-PR,Flamengo RJ,a,n,1.83,3.3,4.0,h,d,a,,,,,0.5023,0.2742,0.2268,,
340,2008,England A,Manchester United,Wigan,a,y,1.3,5.0,10.25,a,d,h,,,,,0.0886,0.1849,0.7261,,
341,2006,Brazil A,Gremio,Sao Caetano,a,n,2.29,2.78,3.2,a,h,d,,,,,0.3246,0.28300000000000003,0.3924,,
342,2015,Brazil B,Vitoria,CRB,d,n,2.45,2.7,3.2,h,a,d,1.75,1.96,y,n,0.375,0.2842,0.3369,0.529,0.47100000000000003
343,2010,Brazil A,Vasco,Fluminense,h,n,1.875,3.3,3.75,h,d,a,,,,,0.4869,0.2755,0.2387,,
344,2007,Brazil B,Remo,Criciuma,d,n,,,,,,,,,,,,,,,
345,2008,England A,Middlesbrough,Newcastle,h,y,1.98,3.4,3.775,h,d,a,,,,,0.4737,0.2772,0.2486,,
346,2010,Brazil A,Guarani,Palmeiras,h,n,1.935,3.2,3.75,h,d,a,,,,,0.4663,0.2835,0.2466,,
347,2006,Brazil A,Juventude,Sao Paulo,h,n,1.28,4.685,8.9,h,d,a,,,,,0.7027,0.1935,0.1019,,
348,2008,England A,Chelsea,Arsenal,a,y,2.625,2.65,3.24,a,h,d,,,,,0.3519,0.2903,0.3566,,
349,2015,Brazil B,Mogi Mirim,Macae,h,n,1.47,4.0,5.8,h,d,a,1.83,1.85,y,n,0.6198,0.2271,0.1555,0.5027,0.4973
350,2010,Brazil A,Corinthians,Sao Paulo,a,n,2.25,2.9,3.2,h,a,d,,,,,0.4025,0.28300000000000003,0.313,,
351,2007,Brazil B,Santa Cruz,Ituano,a,n,,,,,,,,,,,,,,,
352,2006,Brazil A,Cruzeiro,Atletico-PR,d,y,1.875,3.275,3.65,h,d,a,,,,,0.4801,0.2755,0.2469,,
353,2008,England A,Manchester City,Manchester United,h,n,1.33,5.0,9.58,h,d,a,,,,,0.7120000000000001,0.18899999999999997,0.098,,
354,2010,Brazil A,Cruzeiro,Vitoria,a,n,2.41,2.7,3.2,a,h,d,,,,,0.3405,0.2837,0.3765,,
355,2006,Brazil A,Botafogo RJ,Figueirense,h,n,1.73,3.3,4.3,h,d,a,,,,,0.5154,0.2739,0.2094,,
356,2007,Brazil B,Betim,Coritiba,h,n,,,,,,,,,,,,,,,
357,2015,Brazil B,Botafogo RJ,Nautico,a,y,2.44,2.75,3.1,h,a,d,1.85,1.85,y,n,0.3772,0.2942,0.3297,0.5033,0.4967
358,2008,England A,Portsmouth,Blackburn,h,n,2.0,3.21,3.8,h,d,a,,,,,0.4666,0.2907,0.2419,,
359,2010,Brazil A,Internacional,Atletico GO,d,y,2.4,2.74,3.2,h,a,d,,,,,0.3806,0.2832,0.3368,,
360,2006,Brazil A,Corinthians,Goias,h,y,2.1,3.1,3.23,h,a,d,,,,,0.4286,0.2779,0.2903,,
361,2008,England A,Sunderland,Bolton,d,n,2.1,3.25,3.5,h,d,a,,,,,0.4484,0.2869,0.2654,,
362,2007,Brazil B,Paulista,Santo Andre,h,n,,,,,,,,,,,,,,,
363,2010,Brazil A,Santos,Atletico-MG,d,y,1.84,3.3,3.975,h,d,a,,,,,0.49700000000000005,0.2716,0.2288,,
364,2008,England A,Tottenham,Everton,d,n,2.21,3.2,3.25,h,a,d,,,,,0.4193,0.2861,0.2927,,
365,2006,Brazil A,Sao Caetano,Internacional,h,n,1.365,4.025,7.55,h,d,a,,,,,0.6561,0.2221,0.11900000000000001,,
366,2015,Brazil B,Paysandu PA,Sampaio Correa,h,n,2.15,3.2,3.25,h,d,a,1.85,1.85,n,y,0.4303,0.2886,0.2804,0.5,0.5
367,2010,Brazil A,Ceara,Gremio,h,y,1.45,3.9,6.75,h,d,a,,,,,0.6323,0.2338,0.1332,,
368,2007,Brazil B,Portuguesa,Bahia,a,y,,,,,,,,,,,,,,,
369,2008,England A,Aston Villa,Fulham,h,y,2.6,2.65,3.245,h,a,d,,,,,0.3587,0.2889,0.3534,,
370,2006,Brazil A,Flamengo RJ,Palmeiras,h,y,1.81,3.3,3.91,h,d,a,,,,,0.4939,0.2727,0.2288,,
371,2010,Brazil A,Palmeiras,Atletico-PR,h,n,2.5,2.73,3.1,h,a,d,,,,,0.3646,0.2905,0.3338,,
372,2008,England A,Stoke,Hull City,a,y,2.04,3.25,3.625,h,d,a,,,,,0.4534,0.2872,0.259,,
373,2006,Brazil A,Parana,Santa Cruz,a,y,2.4,2.675,3.15,h,a,d,,,,,0.3742,0.2865,0.3379,,
374,2015,Brazil B,Criciuma,Bahia,h,n,1.44,4.0,6.75,h,d,a,1.64,2.15,n,y,0.6369,0.2283,0.134,0.4327,0.5673
375,2007,Brazil B,Marilia,Ponte Preta,a,y,,,,,,,,,,,,,,,
376,2010,Brazil A,Barueri,Vasco,h,y,1.35,4.25,8.0,h,d,a,,,,,0.6728,0.212,0.1139,,
377,2008,England A,Wigan,West Brom,h,y,2.29,2.975,3.3,h,a,d,,,,,0.4026,0.2847,0.3167,,
378,2006,Brazil A,Gremio,Santos,h,n,1.8,3.275,4.045,h,d,a,,,,,0.5013,0.2744,0.2231,,
379,2010,Brazil A,Flamengo RJ,Ceara,d,y,2.15,3.1,3.2,h,a,d,,,,,0.4206,0.2862,0.2932,,
380,2008,England A,Liverpool,West Ham,a,n,1.515,3.875,6.905,a,d,h,,,,,0.1361,0.2409,0.6226,,
381,2015,Brazil B,Ceara,Botafogo RJ,a,n,1.36,4.5,7.375,h,d,a,1.83,1.85,n,y,0.6698,0.2036,0.1247,0.4973,0.5027
382,2007,Brazil B,CRB,Avai,h,y,,,,,,,,,,,,,,,
383,2006,Brazil A,Sao Paulo,Fluminense,a,y,2.1,3.05,3.2,a,h,d,,,,,0.2947,0.278,0.4276,,
384,2010,Brazil A,Avai,Corinthians,h,n,1.35,4.34,7.58,h,d,a,,,,,0.669,0.2107,0.1199,,
385,2008,England A,Hull City,Aston Villa,h,n,1.53,3.775,6.53,h,d,a,,,,,0.6136,0.2463,0.1417,,
386,2006,Brazil A,Juventude,Ponte Preta,h,y,1.9,3.23,3.6,h,d,a,,,,,0.4776,0.2778,0.2467,,
387,2010,Brazil A,Sao Paulo,Cruzeiro,a,n,1.85,3.3,3.95,h,d,a,,,,,0.4922,0.2726,0.2331,,
388,2015,Brazil B,CRB,Luverdense,h,n,1.83,3.3,4.1,h,d,a,1.75,1.95,n,y,0.5039,0.2749,0.2212,0.473,0.527
389,2008,England A,Newcastle,Liverpool,h,n,1.25,5.5,13.0,h,d,a,,,,,0.7549,0.1717,0.0727,,
390,2007,Brazil B,Brasiliense,Betim,h,n,,,,,,,,,,,,,,,
391,2010,Brazil A,Atletico GO,Botafogo RJ,h,y,1.6,3.6,5.4,h,d,a,,,,,0.5708,0.2548,0.1706,,
392,2006,Brazil A,Fortaleza,Vasco,h,n,1.7,3.4,4.5,h,d,a,,,,,0.5337,0.2663,0.1995,,
393,2008,England A,Everton,Sunderland,a,n,2.6,2.65,3.225,h,a,d,,,,,0.3613,0.2908,0.3484,,
394,2010,Brazil A,Gremio,Goias,a,n,2.45,2.58,3.25,h,a,d,,,,,0.3663,0.2808,0.3542,,
395,2007,Brazil B,Ceara,Coritiba,h,n,,,,,,,,,,,,,,,
396,2006,Brazil A,Santa Cruz,Botafogo RJ,h,n,1.535,3.55,5.605,h,d,a,,,,,0.5885,0.2528,0.1595,,
397,2015,Brazil B,Macae,Paysandu PA,d,y,1.5,4.0,6.0,h,d,a,1.765,1.95,n,y,0.617,0.2309,0.1524,0.4764,0.5236
398,2008,England A,Fulham,Chelsea,h,y,1.45,3.85,8.0,h,d,a,,,,,0.6395,0.2397,0.1168,,
399,2010,Brazil A,Atletico-MG,Guarani,d,n,2.5,2.54,3.2,a,h,d,,,,,0.3529,0.2841,0.3616,,
400,2006,Brazil A,Santos,Corinthians,a,n,2.12,3.05,3.2,h,a,d,,,,,0.4242,0.2813,0.2948,,
401,2008,England A,Blackburn,Manchester City,h,y,1.91,3.35,4.0,h,d,a,,,,,0.4848,0.2777,0.2348,,
402,2007,Brazil B,Criciuma,Fortaleza,h,n,,,,,,,,,,,,,,,
403,2010,Brazil A,Fluminense,Internacional,d,n,1.91,3.3,3.7,h,d,a,,,,,0.4778,0.2751,0.2503,,
404,2008,England A,Manchester United,Middlesbrough,a,n,1.55,3.75,6.5,a,d,h,,,,,0.146,0.2498,0.6048,,
405,2006,Brazil A,Internacional,Cruzeiro,h,y,2.15,3.0,3.2,h,a,d,,,,,0.4166,0.2832,0.3,,
406,2015,Brazil B,America MG,ABC,h,y,2.45,2.7,3.2,a,h,d,1.83,1.85,y,n,0.3368,0.2886,0.3736,0.5,0.5
407,2010,Brazil A,Vitoria,Santos,d,y,1.5,3.75,6.0,h,d,a,,,,,0.6102,0.2424,0.1489,,
408,2007,Brazil B,Remo,Gama,h,y,,,,,,,,,,,,,,,
409,2008,England A,Arsenal,Portsmouth,a,n,2.27,3.06,3.225,a,h,d,,,,,0.3058,0.2893,0.4073,,
410,2006,Brazil A,Fluminense,Flamengo RJ,h,y,2.35,2.7,3.15,h,a,d,,,,,0.3866,0.2873,0.3353,,
411,2010,Brazil A,Botafogo RJ,Atletico-MG,a,n,2.0,3.3,3.375,h,d,a,,,,,0.456,0.27399999999999997,0.2683,,
412,2008,England A,West Ham,Stoke,a,n,2.29,3.0,3.205,h,a,d,,,,,0.4043,0.289,0.3086,,
413,2006,Brazil A,Figueirense,Fortaleza,d,y,2.125,3.0,3.185,h,a,d,,,,,0.4197,0.2834,0.2972,,
414,2015,Brazil B,Sampaio Correa,Boa,d,y,2.37,2.85,3.15,a,h,d,1.84,1.86,n,y,0.3231,0.293,0.38799999999999996,0.4946,0.5054
415,2010,Brazil A,Guarani,Avai,h,n,1.75,3.4,4.33,h,d,a,,,,,0.5232,0.2666,0.2094,,
416,2007,Brazil B,Ponte Preta,Ituano,d,y,,,,,,,,,,,,,,,
417,2008,England A,West Brom,Tottenham,h,n,1.45,4.0,7.195,h,d,a,,,,,0.6385,0.2309,0.129,,
418,2006,Brazil A,Palmeiras,Gremio,h,y,1.65,3.5,4.5,h,d,a,,,,,0.54,0.2542,0.198,,
419,2010,Brazil A,Cruzeiro,Barueri,a,n,1.85,3.4,4.0,a,d,h,,,,,0.2286,0.2712,0.5009,,
420,2008,England A,Bolton,Wigan,d,n,2.04,3.26,3.65,h,d,a,,,,,0.4573,0.2862,0.2566,,
421,2006,Brazil A,Atletico-PR,Juventude,h,y,2.09,3.2,3.25,h,d,a,,,,,0.4322,0.27899999999999997,0.275,,
422,2015,Brazil B,Bragantino,Botafogo RJ,h,n,1.4,4.33,7.0,h,d,a,1.75,1.95,n,y,0.6579,0.2101,0.1288,0.4797,0.5203
423,2007,Brazil B,Sao Caetano,Portuguesa,d,n,,,,,,,,,,,,,,,
424,2010,Brazil A,Santos,Internacional,d,y,1.85,3.3,3.75,h,d,a,,,,,0.4875,0.2745,0.2402,,
425,2008,England A,Portsmouth,Newcastle,d,n,1.9,3.49,4.09,h,d,a,,,,,0.4985,0.2697,0.2305,,
426,2006,Brazil A,Ponte Preta,Parana,h,y,1.55,3.5,5.75,h,d,a,,,,,0.5717,0.2553,0.1583,,
427,2010,Brazil A,Goias,Palmeiras,h,y,1.6,3.5,5.25,h,d,a,,,,,0.5668,0.2568,0.1759,,
428,2015,Brazil B,Ceara,Criciuma,h,n,2.1,3.2,3.2,h,d,a,1.8,1.9,n,y,0.4305,0.2867,0.2808,0.4906,0.5094
429,2008,England A,Middlesbrough,Arsenal,h,n,1.45,4.0,7.5,h,d,a,,,,,0.65,0.2295,0.1224,,
430,2007,Brazil B,Barueri,Santo Andre,d,y,,,,,,,,,,,,,,,
431,2006,Brazil A,Goias,Sao Caetano,a,y,2.29,2.75,3.2,h,a,d,,,,,0.3931,0.2837,0.3231,,
432,2010,Brazil A,Vasco,Vitoria,h,y,2.0,3.25,3.5,h,d,a,,,,,0.4557,0.2802,0.2647,,
433,2008,England A,Wigan,Blackburn,h,n,2.1,3.25,3.5,h,d,a,,,,,0.4398,0.2895,0.2703,,
434,2006,Brazil A,Vasco,Sao Paulo,h,y,1.5,3.625,5.9,h,d,a,,,,,0.597,0.247,0.153,,
435,2015,Brazil B,Atletico GO,Mogi Mirim,a,n,2.3,2.88,3.2,a,h,d,1.75,1.95,y,n,0.3149,0.2856,0.3997,0.5278,0.4722
436,2010,Brazil A,Ceara,Atletico GO,d,y,2.0,3.2,3.45,h,d,a,,,,,0.4538,0.2856,0.2629,,
437,2008,England A,Aston Villa,Bolton,d,y,2.38,2.95,3.25,a,h,d,,,,,0.3163,0.2873,0.3957,,
438,2007,Brazil B,Bahia,Marilia,a,y,,,,,,,,,,,,,,,
439,2006,Brazil A,Sao Paulo,Atletico-PR,d,n,2.4,2.61,3.135,h,a,d,,,,,0.3739,0.287,0.3424,,
440,2010,Brazil A,Gremio,Fluminense,h,n,2.0,3.25,3.4,h,d,a,,,,,0.4538,0.2793,0.2681,,
441,2008,England A,Manchester City,Everton,a,y,1.78,3.47,4.59,h,d,a,,,,,0.5282,0.2715,0.2011,,
442,2006,Brazil A,Parana,Internacional,h,y,1.8,3.29,3.99,h,d,a,,,,,0.4953,0.2733,0.2276,,
443,2007,Brazil B,Paulista,Santa Cruz,h,n,,,,,,,,,,,,,,,
