,m.res.1x2,m.res.bts,m.ss.ch.nm,m.ss.yi,m.ta,m.th,m.odds.f.1x2.f.c,m.odds.f.1x2.f.v.avg,m.odds.f.1x2.m.c,m.odds.f.1x2.m.v.avg,m.odds.f.1x2.u.c,m.odds.f.1x2.u.v.avg,m.odds.f.bts.f.c,m.odds.f.bts.f.v.avg,m.odds.f.bts.u.c,m.odds.f.bts.u.v.avg,m.odds.s.1x2.h.t.med,m.odds.s.1x2.d.t.med,m.odds.s.1x2.a.t.med
28224,a,y,France A,2014,Lyon,Reims,a,1.6564,d,3.8072,h,5.1972,y,1.7464,n,1.9614,0.1792,0.2473,0.5738
28225,d,n,France A,2010,Lille,Sochaux,a,2.0771,d,3.1454,h,3.6492,,,,,0.2548,0.2956,0.449
28226,h,n,France A,2014,Montpellier,St Etienne,h,1.7848,d,3.4652,a,4.7536,n,1.7436,y,1.9679,0.5293,0.2735,0.1972
28227,d,y,France A,2010,Valenciennes,Auxerre,h,2.1237,d,3.0721,a,3.6137,,,,,0.4428,0.3034,0.2545
28228,d,y,France A,2014,Metz,Bordeaux,h,1.5728,d,3.8884,a,5.9768,n,1.715,y,2.0157,0.6,0.2439,0.1582
28229,d,y,France A,2010,Monaco,Lens,h,2.1896,d,3.0842,a,3.4204,,,,,0.4271,0.3007,0.2711
28230,a,n,France A,2014,Guingamp,Caen,h,2.244,d,3.1812,a,3.3264,y,1.7793,n,1.92,0.4193,0.2965,0.2815
28231,h,n,France A,2010,Brest,Lyon,h,1.3821,d,4.3113,a,8.48,,,,,0.6727,0.21600000000000003,0.11
28232,a,y,France A,2014,Bastia,Evian TG,h,2.3564,d,3.0436,a,3.2464,n,1.6621,y,2.0871,0.3948,0.3108,0.2905
28233,h,n,France A,2010,Lorient,Marseille,h,1.5504,d,3.69,a,6.3742,,,,,0.5968,0.253,0.1491
28234,h,y,France A,2014,Lille,Paris SG,h,1.3659999999999999,d,4.6192,a,9.1184,n,1.5314,y,2.3421,0.6913,0.2037,0.10400000000000001
28235,d,y,France A,2010,Nancy,Nice,h,2.3538,d,3.0471,a,3.11,,,,,0.3957,0.3047,0.2983
28236,h,y,France A,2014,Nice,Rennes,h,1.9292,d,3.2944,a,4.1768,n,1.68,y,2.0564,0.493,0.2857,0.2225
28237,d,y,France A,2014,Nantes,Toulouse,h,2.0444,d,3.2184,a,3.8352,n,1.64,y,2.1293,0.4587,0.2939,0.2471
28238,d,n,France A,2010,St Etienne,Rennes,h,1.7104,d,3.3646,a,5.2146,,,,,0.5479999999999999,0.2742,0.1775
28239,a,y,France A,2014,Lorient,Marseille,h,1.3644,d,4.824,a,8.4624,n,1.8179,y,1.8786,0.6907,0.1935,0.1124
28240,h,y,France A,2010,Arles-Avignon,Toulouse,h,1.6013,d,3.5279,a,6.0304,,,,,0.5814,0.2651,0.155
28241,h,n,France A,2014,Bordeaux,Lille,h,2.1396,d,3.0976,a,3.7076,n,1.6329,y,2.1364,0.4423,0.3035,0.253
28242,d,n,France A,2010,Montpellier,Monaco,h,2.2208,d,3.0671,a,3.3458,,,,,0.4213,0.3013,0.2761
28243,d,y,France A,2014,St Etienne,Lyon,h,1.874,d,3.3752,a,4.376,n,1.8157,y,1.89,0.5035,0.2805,0.2137
28244,a,y,France A,2010,Toulouse,Bordeaux,h,1.7691,d,3.2835,a,4.9126,,,,,0.5225,0.2824,0.1873
28245,h,n,France A,2014,Caen,Montpellier,h,1.8492,d,3.5372,a,4.2148,y,1.7043,n,2.0264,0.5112,0.2656,0.2237
28246,h,y,France A,2010,Lyon,Caen,a,2.0883,d,3.1535,h,3.5817,,,,,0.2605,0.293,0.4451
28247,a,y,France A,2014,Reims,Bastia,h,2.1716,d,3.2184,a,3.4332,n,1.8357,y,1.8564,0.4349,0.2929,0.2728
28248,d,n,France A,2010,Paris SG,Lille,h,1.96,d,3.1752,a,3.99,,,,,0.4753,0.2909,0.2318
28249,d,y,France A,2014,Evian TG,Guingamp,h,1.946,d,3.2836,a,4.1524,n,1.6729,y,2.0721,0.4878,0.2865,0.2257
28250,a,n,France A,2010,Lens,Arles-Avignon,a,2.5975,h,2.7846,d,3.0146,,,,,0.3278,0.309,0.3605
28251,a,n,France A,2014,Toulouse,Lorient,h,2.07,d,3.2916,a,3.6364,y,1.8321,n,1.8686,0.4581,0.2858,0.2573
28252,d,y,France A,2010,Auxerre,Brest,a,2.5713,h,2.8067,d,3.0312,,,,,0.3299,0.3071,0.3633
28253,h,y,France A,2014,Lens,Metz,h,2.1128,d,3.2628,a,3.5644,n,1.7986,y,1.895,0.4462,0.2887,0.2628
28254,a,y,France A,2010,Nice,Lorient,h,1.8183,d,3.2742,a,4.5779,,,,,0.5108,0.2854,0.2043
28255,d,y,France A,2014,Rennes,Monaco,h,1.6468,d,3.5868,a,5.7744,n,1.6231,y,2.1562,0.5739,0.2625,0.1627
28256,a,n,France A,2010,Rennes,Nancy,h,2.5333,a,2.85,d,3.0371,,,,,0.3668,0.3057,0.326
28257,a,y,France A,2014,Paris SG,Nice,a,1.5428,d,3.8508,h,6.6204,n,1.6021,y,2.1907,0.1413,0.24600000000000002,0.6141
28258,h,y,France A,2010,Sochaux,St Etienne,h,1.95,d,3.1683,a,4.0483,,,,,0.4767,0.2941,0.2288
28259,h,n,France A,2014,Marseille,Nantes,a,1.9180000000000001,d,3.3456,h,4.2028,n,1.8064,y,1.8936,0.2253,0.2808,0.4905
28260,h,n,France A,2014,Bastia,Lyon,h,1.3232,d,4.9524,a,10.1252,n,1.6586,y,2.0957,0.7159,0.19,0.0923
28261,h,y,France A,2010,Marseille,Valenciennes,a,2.2225,d,3.1221,h,3.2992,,,,,0.2828,0.2989,0.4187
28262,h,n,France A,2014,Marseille,Bordeaux,h,2.5864,a,2.698,d,3.3276,y,1.6079,n,2.1907,0.3658,0.2834,0.3514
28263,h,n,France A,2010,Bordeaux,Montpellier,a,2.5042,h,2.9329,d,3.0192,,,,,0.3198,0.3102,0.3767
28264,a,n,France A,2014,Lille,Evian TG,a,2.2824,d,3.0396,h,3.4264,n,1.6307,y,2.1407,0.2777,0.3112,0.4137
28265,d,y,France A,2010,Lorient,Auxerre,h,1.7921,d,3.3133,a,4.6454,,,,,0.5195,0.2794,0.2018
28266,d,n,France A,2014,Lorient,Lens,h,2.4716,a,2.8976,d,3.2144,y,1.7529,n,1.96,0.3809,0.2938,0.3244
28267,a,y,France A,2010,Nancy,Lens,h,2.0346,d,3.1129,a,3.7863,,,,,0.4569,0.298,0.2446
28268,a,n,France A,2014,Nice,Reims,h,2.1664,d,3.1828,a,3.5092,n,1.7614,y,1.9443,0.4374,0.2947,0.2671
28269,d,n,France A,2010,Monaco,Lyon,h,1.4346,d,3.9992,a,7.8821,,,,,0.6498,0.2329,0.1169
28270,h,n,France A,2014,Guingamp,Rennes,h,2.114,d,3.1776,a,3.6688,n,1.7064,y,2.0214,0.4465,0.2973,0.2543
28271,a,y,France A,2010,Caen,Marseille,h,1.305,d,4.9429,a,9.4596,,,,,0.7145,0.1886,0.1014
28272,h,n,France A,2014,Nantes,St Etienne,h,1.546,d,3.7092,a,7.0024,n,1.4921,y,2.4336,0.6107,0.2563,0.1357
28273,d,n,France A,2010,Valenciennes,Nice,h,2.28,d,3.0154,a,3.2583,,,,,0.4053,0.3074,0.284
28274,h,n,France A,2014,Montpellier,Toulouse,h,2.3476,a,3.09,d,3.2176,y,1.83,n,1.8664,0.4041,0.2928,0.3055
28275,h,y,France A,2010,St Etienne,Paris SG,h,1.6525,d,3.4442,a,5.555,,,,,0.5641,0.2688,0.166
28276,a,n,France A,2014,Monaco,Caen,a,2.1616,d,3.2148,h,3.4972,n,1.7414,y,1.975,0.2698,0.2939,0.4367
28277,d,y,France A,2010,Lille,Rennes,a,2.6674,h,2.6757,d,3.0457,,,,,0.344,0.302,0.3466
28278,d,n,France A,2014,Montpellier,Monaco,h,1.6352,d,3.6460000000000004,a,5.7932,n,1.6329,y,2.1364,0.5792,0.2584,0.1615
28279,h,y,France A,2010,Arles-Avignon,Sochaux,h,1.815,d,3.2421,a,4.6242,,,,,0.5137,0.2833,0.1997
28280,h,y,France A,2014,Lens,Bordeaux,h,1.6392,d,3.748,a,5.5292,n,1.7679,y,1.9379,0.5755,0.2529,0.1716
28281,a,y,France A,2014,Paris SG,Marseille,a,2.0672,d,3.3716,h,3.63,y,1.69,n,2.04,0.2599,0.2805,0.4605
28282,h,n,France A,2010,Brest,Toulouse,h,1.7008,d,3.3992,a,5.205,,,,,0.5468,0.2724,0.1784
28283,a,y,France A,2014,Caen,Nantes,h,2.2072,d,3.1652,a,3.4268,n,1.7393,y,1.9757,0.42700000000000005,0.2971,0.2744
28284,a,y,France A,2014,Lyon,Guingamp,a,2.1648,d,3.2768,h,3.4104,y,1.8229,n,1.8679,0.2757,0.2884,0.4344
28285,h,y,France A,2014,Reims,Lille,h,1.7256,d,3.4412,a,5.2704,n,1.6136,y,2.1736,0.5455,0.2735,0.1762
28286,a,n,France A,2014,Rennes,Lorient,h,2.0112,d,3.3084,a,3.8552,n,1.7714,y,1.9364,0.4706,0.2859,0.2446
28287,h,y,France A,2014,Toulouse,Metz,a,2.676,h,2.7524,d,3.096,n,1.7593,y,1.95,0.3425,0.3053,0.3527
28288,h,y,France A,2014,Bastia,Montpellier,h,1.82,d,3.4560000000000004,a,4.5368,n,1.7564,y,1.9521,0.5183,0.2725,0.2076
28289,d,y,France A,2014,Evian TG,Nice,h,2.0356,d,3.15,a,4.0024,n,1.6179,y,2.1621,0.4602,0.2968,0.2335
28290,d,y,France A,2014,St Etienne,Monaco,h,1.9032,d,3.1976,a,4.5752,n,1.5671,y,2.2507,0.4984,0.2951,0.2041
28291,a,n,France A,2014,Marseille,Lens,a,1.6344,d,3.8736,h,5.2368,y,1.7836,n,1.9129,0.1808,0.2423,0.5784
28292,a,y,France A,2014,Monaco,Reims,a,2.0036,d,3.2276,h,3.9712,n,1.6807,y,2.0621,0.2391,0.2936,0.4674
28293,h,n,France A,2014,Lille,St Etienne,h,2.0288,d,3.0924,a,4.0832,n,1.5557,y,2.2893,0.4633,0.3042,0.2287
28294,d,n,France A,2014,Guingamp,Bastia,a,2.3448,d,3.0656,h,3.2308,n,1.7093,y,2.0114,0.2889,0.3067,0.4023
28295,d,n,France A,2014,Metz,Caen,h,2.0284,d,3.3348,a,3.7336,y,1.7893,n,1.9064,0.4626,0.2835,0.2538
28296,h,n,France A,2014,Montpellier,Evian TG,a,2.4648,h,2.9948,d,3.0972,n,1.8036,y,1.8921,0.3142,0.3032,0.3825
28297,a,y,France A,2014,Nice,Lyon,h,1.5212,d,3.9328,a,6.6384,n,1.7193,y,2.0043,0.6184,0.2392,0.1416
28298,d,n,France A,2014,Nantes,Rennes,h,2.1544,d,3.0308,a,3.7364,n,1.5714,y,2.2543,0.4374,0.3128,0.2504
28299,h,y,France A,2014,Bordeaux,Toulouse,a,2.654,h,2.7764,d,3.0688,n,1.7793,y,1.9214,0.3349,0.305,0.3578
28300,h,y,France A,2014,Lorient,Paris SG,h,1.2148,d,6.1952,a,13.758,n,1.6271,y,2.145,0.7798,0.1509,0.0668
28301,h,y,France A,2014,Paris SG,Bordeaux,a,1.7076,d,3.5528,h,5.2408,n,1.6929,y,2.0436,0.1801,0.266,0.5574
28302,h,n,France A,2014,Rennes,Lille,h,2.1,d,3.0044,a,3.9596,n,1.5736,y,2.1943,0.4495,0.314,0.23600000000000002
28303,d,n,France A,2014,Lyon,Marseille,h,2.2044,a,3.2796,d,3.3196,y,1.5907,n,2.2057,0.4283,0.2859,0.2889
28304,h,n,France A,2014,Toulouse,Lens,h,2.5828,a,2.8544,d,3.0964,n,1.8057,y,1.8857,0.3621,0.3041,0.3322
28305,h,y,France A,2014,Caen,Lorient,h,1.8504,d,3.5064,a,4.2628,y,1.7371,n,1.9771,0.5133,0.2678,0.2217
28306,a,y,France A,2014,St Etienne,Metz,a,2.1048,d,3.2,h,3.6572,n,1.69,y,2.0436,0.2577,0.293,0.4465
28307,h,y,France A,2014,Reims,Montpellier,h,1.7956,d,3.4956,a,4.5744,y,1.7857,n,1.9136,0.5271,0.2684,0.2059
28308,h,y,France A,2014,Evian TG,Nantes,h,2.1648,d,3.052,a,3.6944,n,1.6193,y,2.1636,0.4367,0.3088,0.2581
28309,h,n,France A,2014,Bastia,Monaco,h,1.6612,d,3.5068,a,5.76,n,1.5657,y,2.2629,0.5687,0.2681,0.165
28310,a,y,France A,2014,Guingamp,Nice,h,2.3032,d,3.0812,a,3.3084,n,1.6871,y,2.0471,0.41,0.3069,0.2858
28311,a,n,France A,2014,Lille,Guingamp,h,2.4564,d,3.0224,a,3.092,n,1.6193,y,2.1636,0.3836,0.312,0.3032
28312,a,y,France A,2014,Lyon,Montpellier,a,2.4752,h,2.9268,d,3.1932,y,1.7629,n,1.945,0.3224,0.2949,0.3822
28313,h,n,France A,2014,Lorient,St Etienne,h,1.8372,d,3.4288,a,4.4604,n,1.8243,y,1.8707,0.5099,0.2728,0.209
28314,h,y,France A,2014,Nice,Bastia,h,2.3024,d,3.0312,a,3.39,n,1.6414,y,2.1236,0.4097,0.3115,0.2775
28315,a,y,France A,2014,Bordeaux,Caen,a,2.6508,h,2.7188,d,3.1832,y,1.7643,n,1.9386,0.3428,0.2966,0.3603
28316,a,y,France A,2014,Monaco,Evian TG,a,1.9972,d,3.1332,h,4.1584,n,1.5764,y,2.2436,0.2241,0.3008,0.4724
28317,h,y,France A,2014,Lens,Paris SG,h,1.2052,d,6.3176,a,14.0228,n,1.5521,y,2.2871,0.7831,0.1471,0.0676
28318,h,y,France A,2014,Nantes,Reims,h,2.4659999999999997,d,3.036,a,3.0772,n,1.7271,y,1.9957,0.3836,0.3133,0.3038
28319,h,n,France A,2014,Metz,Rennes,h,1.8008,d,3.3716,a,4.792,n,1.6257,y,2.1429,0.5261,0.2798,0.1961
28320,a,y,France A,2014,Marseille,Toulouse,a,2.32,h,3.034,d,3.3116,y,1.6979,n,1.9829,0.3069,0.2883,0.4041
28321,h,n,France A,2014,Lorient,Evian TG,h,2.7329,a,2.7558,d,3.0408,n,1.7879,y,1.9164,0.3434,0.3113,0.3443
28322,d,n,France A,2014,Paris SG,Monaco,a,2.4046,d,3.0104,h,3.2037,n,1.6764,y,2.065,0.29100000000000004,0.3152,0.3935
28323,h,y,France A,2014,Nice,Montpellier,h,2.0513,d,3.1354,a,3.9175,n,1.6629,y,2.0886,0.4598,0.3004,0.2356
28324,h,n,France A,2014,Guingamp,Nantes,h,2.2317,d,3.0721,a,3.4625,n,1.6864,y,2.0529,0.4216,0.306,0.2688
28325,d,y,France A,2014,Reims,Bordeaux,h,1.6537,d,3.6479,a,5.4842,n,1.7471,y,1.9657,0.5687,0.2592,0.1715
28326,a,n,France A,2014,Rennes,Lens,h,2.3279,d,3.1325,a,3.1875,n,1.7479,y,1.9693,0.4062,0.3008,0.2898
28327,h,y,France A,2014,Lyon,Lille,a,2.6483,h,2.7863,d,3.0579,n,1.6907,y,2.045,0.3384,0.3072,0.3563
28328,h,n,France A,2014,Bastia,Lorient,h,1.9321,d,3.3317,a,4.0967,n,1.7736,y,1.9357,0.4912,0.28300000000000003,0.2264
28329,a,y,France A,2014,Evian TG,Metz,h,2.2167,d,3.0542,a,3.5321,n,1.6243,y,2.1586,0.4216,0.3068,0.2669
28330,d,y,France A,2014,St Etienne,Toulouse,a,2.6825,h,2.7617,d,3.0467,n,1.7043,y,2.0157,0.3399,0.3099,0.353
28331,a,y,France A,2014,Caen,Marseille,h,1.4346,d,4.4525,a,7.2621,y,1.7786,n,1.9171,0.6603,0.2108,0.1274
28332,a,n,France A,2014,Montpellier,Guingamp,h,2.08,d,3.2008,a,3.7233,n,1.7293,y,1.9847,0.4533,0.2939,0.2512
28333,h,n,France A,2014,Nantes,Lyon,h,1.5362,d,3.8662,a,6.6063,n,1.632,y,2.1387,0.6114,0.2439,0.1444
28334,d,n,France A,2014,Metz,Reims,h,2.0392,d,3.2142,a,3.8467,n,1.7113,y,2.012,0.4623,0.2924,0.2448
28335,d,y,France A,2014,Marseille,St Etienne,h,2.3517,a,3.1396,d,3.1492,n,1.8433,y,1.848,0.4045,0.2988,0.2978
28336,h,y,France A,2014,Lille,Bastia,h,2.7129,a,2.8658,d,2.8937,n,1.5667,y,2.2667,0.34700000000000003,0.3248,0.3283
28337,h,y,France A,2014,Lens,Caen,h,2.0583,d,3.3242,a,3.655,y,1.8193,n,1.8907,0.4596,0.2831,0.2592
28338,h,y,France A,2014,Toulouse,Paris SG,h,1.295,d,5.2175,a,10.4142,n,1.6047,y,2.184,0.7279,0.1805,0.0915
28339,d,y,France A,2014,Bordeaux,Rennes,h,2.4854,a,2.9987,d,3.0596,n,1.7213,y,1.994,0.3793,0.3092,0.3148
28340,a,n,France A,2014,Monaco,Nice,a,2.2812,d,2.9942,h,3.4808,n,1.6,y,2.1973,0.2687,0.3148,0.4136
28341,h,n,France A,2014,St Etienne,Bordeaux,h,2.5467,a,2.9571,d,3.0021,n,1.694,y,2.0427,0.3679,0.3148,0.3167
28342,d,y,France A,2014,Lyon,Lorient,a,2.6242,h,2.7221,d,3.21,y,1.8107,n,1.9029,0.3476,0.2945,0.3594
28343,a,n,France A,2014,Guingamp,Metz,h,2.7,a,2.7583,d,3.0167,n,1.67,y,2.0714,0.3477,0.3103,0.3396
28344,a,n,France A,2014,Evian TG,Lens,h,1.8854,d,3.295,a,4.3821,n,1.73,y,1.9907,0.4978,0.2854,0.2177
28345,d,n,France A,2014,Nice,Lille,h,1.8258,d,3.2354,a,4.8662,n,1.5293,y,2.3553,0.5214,0.2917,0.1944
28346,a,n,France A,2014,Bastia,Nantes,h,2.0237,d,3.1071,a,4.0196,n,1.5627,y,2.2787,0.46299999999999997,0.3037,0.23399999999999999
28347,d,y,France A,2014,Caen,Paris SG,h,1.2213,d,6.1462,a,12.5288,n,1.6667,y,2.0727,0.7728,0.1524,0.0753
28348,h,y,France A,2014,Rennes,Toulouse,h,2.0729,d,3.1617,a,3.8067,n,1.7080000000000002,y,2.0187,0.4548,0.2965,0.249
28349,d,y,France A,2014,Reims,Marseille,h,1.3288,d,4.9976,a,8.9,n,1.7567,y,1.954,0.7073,0.1871,0.1062
28350,h,n,France A,2014,Monaco,Guingamp,a,2.4324,d,3.0172,h,3.11,n,1.6653,y,2.09,0.3038,0.3133,0.3885
28351,d,y,France A,2014,Paris SG,Lyon,a,2.0896,d,3.2168,h,3.6884,n,1.7667,y,1.9413,0.2522,0.2929,0.4533
28352,d,n,France A,2014,Nantes,Nice,h,2.2272,d,3.054,a,3.4824,n,1.67,y,2.0813,0.4216,0.3105,0.2687
28353,h,n,France A,2014,Metz,Bastia,h,2.1752,d,3.0460000000000003,a,3.63,n,1.6213,y,2.1633,0.4344,0.3092,0.2565
28354,h,n,France A,2014,Toulouse,Caen,h,2.3232,a,3.0792,d,3.2364,y,1.7907,n,1.9140000000000001,0.4068,0.2889,0.3041
28355,a,n,France A,2014,Bordeaux,Evian TG,a,2.5936,h,2.8284,d,3.0736,n,1.7433,y,1.9680000000000002,0.3322,0.3065,0.3601
28356,a,y,France A,2014,Lille,Montpellier,h,2.5048,d,2.9428,a,3.0944,n,1.6147,y,2.1753,0.3691,0.3215,0.3079
28357,a,y,France A,2014,Lorient,Reims,h,2.36,a,3.062,d,3.1912,y,1.764,n,1.9427,0.3992,0.2941,0.3085
28358,d,y,France A,2014,Marseille,Rennes,a,2.206,d,3.1764,h,3.3816,n,1.828,y,1.8807,0.2805,0.2948,0.423
28359,d,y,France A,2014,Lens,St Etienne,h,1.5456,d,3.7964,a,6.5148,n,1.568,y,2.266,0.6077,0.2473,0.1434
28360,d,y,France A,2014,Guingamp,Bordeaux,h,2.0191,d,3.2261,a,3.8557,n,1.7867,y,1.92,0.4647,0.2897,0.2439
28361,h,n,France A,2014,St Etienne,Caen,a,2.2146,d,3.1633,h,3.3846,n,1.7619999999999998,y,1.9467,0.2774,0.2977,0.4263
28362,d,n,France A,2014,Lyon,Monaco,h,1.9812,d,3.24,a,4.0092,n,1.6840000000000002,y,2.0540000000000003,0.4791,0.2916,0.2304
28363,d,y,France A,2014,Bastia,Lens,h,2.0325,d,3.185,a,3.8892,n,1.6793,y,2.068,0.467,0.294,0.2399
28364,d,n,France A,2014,Montpellier,Lorient,h,2.2783,d,3.1988,a,3.2004,y,1.8127,n,1.8933,0.4161,0.2929,0.2903
28365,h,n,France A,2014,Evian TG,Marseille,h,1.3433,d,4.8346,a,9.0396,n,1.702,y,2.026,0.7042,0.195,0.1039
28366,d,n,France A,2014,Nice,Metz,h,2.5579,a,2.8504,d,3.1004,n,1.7553,y,1.9533,0.3687,0.3026,0.3297
28367,d,y,France A,2014,Lille,Nantes,h,2.2671,d,2.9912,a,3.4563,n,1.5613,y,2.2773,0.4134,0.3142,0.26899999999999996
28368,h,n,France A,2014,Reims,Toulouse,h,1.7425,d,3.4708,a,5.0058,n,1.7733,y,1.9333,0.5456,0.2689,0.1855
28369,h,n,France A,2014,Rennes,Paris SG,h,1.2462,d,5.7329,a,11.9663,n,1.6147,y,2.1727,0.7579,0.16399999999999998,0.0784
28370,h,n,France A,2014,Toulouse,Evian TG,h,2.5275,a,2.8979,d,3.0833,n,1.7457,y,1.9629,0.3747,0.3054,0.3222
28371,h,n,France A,2014,Metz,Lyon,h,1.4012,d,4.55,a,7.7017,n,1.7614,y,1.9464,0.6744,0.2072,0.1186
28372,d,n,France A,2014,Lens,Reims,h,2.2917,d,3.1808,a,3.1933,y,1.8393,n,1.8571,0.4098,0.2965,0.2932
28373,a,y,France A,2014,Caen,Rennes,h,1.9096,d,3.3458,a,4.1304,n,1.7667,y,1.9433,0.4921,0.2808,0.2259
28374,a,n,France A,2014,Paris SG,St Etienne,a,2.04,d,3.218,h,3.8356,n,1.7447,y,1.964,0.2433,0.2929,0.4634
28375,d,n,France A,2014,Bordeaux,Bastia,h,2.5942,a,2.8196,d,3.0917,n,1.7193,y,2.0036,0.3623,0.3035,0.33299999999999996
28376,h,y,France A,2014,Lorient,Guingamp,h,2.0417,d,3.235,a,3.7925,n,1.7743,y,1.9293,0.4628,0.2903,0.249
28377,a,n,France A,2014,Monaco,Lille,a,2.5546,d,2.9512,h,2.9846,n,1.595,y,2.1936,0.3092,0.3195,0.3708
28378,h,n,France A,2014,Nantes,Montpellier,h,2.0946,d,3.1613,a,3.7142,n,1.6643,y,2.0843,0.451,0.2984,0.2513
28379,h,y,France A,2014,Marseille,Nice,a,2.2217,d,3.2329,h,3.3008,y,1.7736,n,1.9257,0.2854,0.29100000000000004,0.4246
28380,h,y,France A,2014,Guingamp,Marseille,h,1.4316,d,4.3344,a,7.3484,n,1.77,y,1.9367,0.6567,0.2189,0.1246
28381,h,y,France A,2014,Evian TG,Paris SG,h,1.1558,d,7.2646,a,16.6979,n,1.5557,y,2.28,0.809,0.1305,0.0558
28382,d,n,France A,2014,St Etienne,Rennes,a,2.4404,d,3.0142,h,3.1033,n,1.6586,y,2.0914,0.3001,0.3125,0.3898
28383,h,y,France A,2014,Reims,Caen,h,2.1254,d,3.2583,a,3.4592,y,1.7943,n,1.9107,0.4417,0.287,0.2706
28384,a,n,France A,2014,Lyon,Lens,a,1.8533,d,3.4417,h,4.2675,y,1.8479,n,1.8507,0.2196,0.2724,0.5079
28385,h,n,France A,2014,Lille,Lorient,h,2.5671,a,2.8862,d,3.0337,n,1.7186,y,1.9993,0.3651,0.3098,0.3245
28386,a,y,France A,2014,Montpellier,Metz,h,2.4171,d,3.0363,a,3.0846,n,1.6629,y,2.0907,0.3887,0.3106,0.3008
28387,h,n,France A,2014,Nantes,Monaco,h,1.6696,d,3.4912,a,5.5675,n,1.605,y,2.1943,0.5605,0.2679,0.1694
28388,d,y,France A,2014,Bastia,Toulouse,h,1.8508,d,3.2204,a,4.6683,n,1.6807,y,2.0571,0.5096,0.2906,0.1983
28389,a,y,France A,2014,Nice,Bordeaux,h,1.9608,d,3.2796,a,3.9867,n,1.7864,y,1.9164,0.479,0.2874,0.2335
28390,h,n,France A,2014,Toulouse,Lyon,h,1.5158,d,4.0812,a,6.3183,n,1.8486,y,1.8521,0.6192,0.2278,0.1494
28391,d,n,France A,2014,Bordeaux,Monaco,h,1.704,d,3.5316,a,5.2432,n,1.714,y,2.0087,0.5545,0.2656,0.1777
28392,d,n,France A,2014,Metz,Nantes,h,2.0017,d,3.1379,a,4.0938,n,1.6943,y,2.04,0.4662,0.3005,0.2291
28393,h,y,France A,2014,Paris SG,Bastia,a,1.4521,d,4.0987,h,7.5883,n,1.5986,y,2.1957,0.1239,0.2285,0.6451
28394,d,y,France A,2014,Rennes,Evian TG,h,2.6767,a,2.7563,d,3.0583,n,1.7393,y,1.9814,0.353,0.3095,0.3414
28395,h,n,France A,2014,Lens,Guingamp,h,2.1246,d,3.2033,a,3.5675,n,1.7607,y,1.9493,0.442,0.2941,0.2639
28396,h,n,France A,2014,Caen,Lille,h,1.6763,d,3.5063,a,5.5392,n,1.6171,y,2.16,0.5643,0.2685,0.1668
28397,h,y,France A,2014,Lorient,Nice,h,2.1133,d,3.2071,a,3.5962,n,1.8071,y,1.8893,0.4455,0.293,0.2616
28398,a,y,France A,2014,St Etienne,Reims,a,2.1546,d,3.1329,h,3.5779,n,1.6636,y,2.0821,0.2634,0.3005,0.4361
28399,h,y,France A,2014,Marseille,Montpellier,a,1.9946,d,3.2883,h,3.8946,n,1.8164,y,1.8757,0.2378,0.2858,0.4769
28400,h,n,France A,2014,Evian TG,Lille,h,1.7146,d,3.4383,a,5.3125,n,1.63,y,2.1458,0.5479999999999999,0.273,0.1769
28401,a,n,France A,2014,Lyon,Bordeaux,h,2.5839999999999996,a,2.7784,d,3.1548,y,1.7819999999999998,n,1.92,0.3631,0.2966,0.3396
28402,h,y,France A,2014,Lille,Marseille,h,1.6413,d,3.5892,a,5.6383,n,1.6793,y,2.0586,0.5717,0.2625,0.1668
28403,h,n,France A,2014,Evian TG,St Etienne,h,1.4636,d,3.8984,a,7.917999999999999,n,1.5319999999999998,y,2.344,0.643,0.242,0.1176
28404,d,y,France A,2014,Bastia,Caen,h,2.2022,d,3.2187,a,3.3652,y,1.8362,n,1.8569,0.4267,0.2924,0.2845
28405,a,y,France A,2014,Nantes,Lorient,h,2.28,d,3.0829,a,3.3175,n,1.7207,y,1.9986,0.4129,0.3041,0.2842
28406,a,n,France A,2014,Monaco,Metz,a,1.9967,d,3.2633,h,3.9062,n,1.6821,y,2.0586,0.2405,0.2879,0.46799999999999997
28407,d,n,France A,2014,Montpellier,Paris SG,h,1.2021,d,6.2921,a,13.7754,n,1.5607,y,2.2721,0.7828,0.1477,0.0666
28408,a,y,France A,2014,Reims,Rennes,h,1.7658,d,3.4442,a,4.7829,n,1.73,y,1.9914,0.5344,0.2724,0.1946
28409,d,y,France A,2014,Guingamp,Toulouse,h,1.9754,d,3.1983,a,4.0488,n,1.7871,y,1.9136,0.4743,0.2928,0.2325
28410,h,n,France A,2014,Nice,Lens,h,2.3246,a,3.1417,d,3.1671,n,1.7721,y,1.9321,0.409,0.2961,0.2995
28411,h,n,France A,2014,Paris SG,Guingamp,a,1.435,d,4.2254,h,7.6546,n,1.6923,y,2.0431,0.1221,0.2215,0.6563
28412,h,n,France A,2014,Toulouse,Lille,h,2.0883,d,3.1579,a,3.7329,n,1.7169,y,2.0038,0.4486,0.2965,0.2502
28413,h,n,France A,2014,Marseille,Monaco,h,2.3812,a,3.0608,d,3.1832,y,1.8064,n,1.8943,0.3962,0.2966,0.3063
28414,d,n,France A,2014,St Etienne,Nice,a,2.4321,h,3.0621,d,3.0667,n,1.7077,y,2.0185,0.3082,0.3065,0.3865
